date,city,state,country,shape,duration_seconds,duration,comment,report_date,latitude,longitude
1997-03-15 21:30:00,iron river (17 miles west of),mi,us,light,1200.0,20 minutes,I was at our cabin with one of my friends&#44 and we saw two white lights zip through the woods  at nighttime.,2001-08-05,46.0927778,-88.6422222
2012-11-07 19:45:00,barberton,oh,us,fireball,180.0,2-3 minutes,Fire in the sky on a crisp starry fall night.,2012-11-19,41.0127778,-81.6052778
2012-12-06 20:18:00,tumwater,wa,us,oval,20.0,20 seconds,Blinking objects in formation.,2012-12-20,47.0075,-122.9080556
2011-08-05 12:15:00,south lyon,mi,us,oval,30.0,30 seconds,Bright reflection of sun in oval object. Disappeared,2011-08-07,42.4605556,-83.6516667
2008-01-26 14:50:00,fort myers,fl,us,disk,40.0,40 seconds,Silver Disk Sighting   Near Fot Myers Florida Airport.,2008-02-14,26.6402778,-81.8725
2006-06-20 01:00:00,coshocton,oh,us,oval,5.0,5 tp 8 seconds,Me and my friend was outside cookin some chicken on my grill and we heard a small boom sounded like a semi truck getting loaded but the,2006-07-16,40.2719444,-81.8597222
1990-06-30 00:00:00,santa maria,ca,us,circle,5.0,5seconds,It was just siting there when i turned bak after 5 seconds it was gone,2011-08-07,34.9530556,-120.4347222
2004-09-27 20:20:00,thorp,wi,us,light,2.0,seconds,3-4 horizontal lights in WSW&#44 visible only seconds but bright as moon.,2004-09-29,44.9611111,-90.7997222
2011-10-01 23:00:00,greenville area,sc,,light,14400.0,3-4 hrs,Red&#44 blue&#44 white lights seen hovering in the sky in the vicinity of the Anderson/Greenville area. ((NUFORC Note:  Possible star??  PD)),2011-10-10,34.818831,-82.412391
2011-06-29 02:15:00,evansville,in,us,light,60.0,1 minute,Orange Light Flying Over Evansville&#44 Indiana&#33,2011-07-04,37.9747222,-87.5558333
2010-07-01 21:40:00,palmdale,ca,us,triangle,300.0,5 minuutes,headed north west&#44 over palmdale&#44 followed by chase jet a triangle like pattern of lights with red light in the middle. Possiable TR3B,2010-07-06,34.5794444,-118.1155556
2002-11-30 17:30:00,cassatt,sc,us,circle,600.0,10 min,I was was approximately 5:30 pm when I noticed a ball of light slowly decending. I then called my daughter to come out and see it. Afte,2002-12-23,34.3644444,-80.4361111
2002-06-30 16:00:00,donegal county (republic of ireland),,,sphere,60.0,1 minute,I was standing outside our hoilday home looking towards the sea i looked at the sky when isaw 2ball shaped objects sliver in color allm,2006-10-30,54.654197,-8.110546
2010-08-23 03:53:00,hanover park,il,us,triangle,600.0,10 minutes,7 ufo&#39s over hanover park il. triangle shaped 5 lights (gliding) in sync forward  (stopped in mid ir for a while),2010-11-21,41.9994444,-88.145
2009-12-01 00:45:00,bloomington,in,us,fireball,3.0,3 seconds,When driving&#44 a moderately large and bright fireball shaped object was seen falling from the sky.,2009-12-12,39.1652778,-86.5263889
1975-10-30 21:00:00,kent,ct,us,circle,10.0,10 seconds,Very low flying object with spinning multicolors. Craft did not seem to spin and had fire coming from rear. Low muffled fire sound.,2002-12-23,41.7247222,-73.4775
2002-12-24 05:25:00,doncaster (uk/england),,gb,circle,180.0,3 minutes,VERY BIG BRIGHT PINK LIGHT (VERY UNUSUAL COLOUR),2003-03-04,53.533333,-1.116667
2012-11-05 17:10:00,glastonbury,ct,us,changing,3.0,2-3 seconds,Greenish-bluish &amp;quot;asteroid&amp;quot; comes to dead stop in sky and simultaneously turns to red oval light.,2012-11-19,41.7122222,-72.6086111
2011-11-30 09:30:00,elkton,md,us,cigar,120.0,2 min,Tube shaped craft over elkton maryland,2011-12-12,39.6066667,-75.8336111
1968-06-15 17:00:00,pasadena,tx,us,cigar,120.0,2 min,Cigar shaped UFO with it&#39s tailend on fire,2002-02-22,29.6908333,-95.2088889
2014-03-08 19:30:00,greenacres,fl,,formation,300.0,5 minutes,5 red lights bow pattern moving NW disappearing one by one in clear sky,2014-03-18,26.627628,-80.13539
2013-04-09 21:50:00,columbus,oh,us,rectangle,300.0,5 minutes,Giant rectangular craft with cloaking technology witnessed,2013-05-15,39.9611111,-82.9988889
1999-01-14 22:20:00,lake stevens,wa,us,fireball,2.0,2sec,Fireball/meteor flying below clowd cover East to West,1999-02-16,48.0152778,-122.0625
1991-04-14 07:15:00,panchgani (india),,,other,600.0,10 mins,shooting star like ufo,2004-12-03,17.92395,73.803675
2011-06-08 21:30:00,ocracoke (on ferryboat),nc,us,other,900.0,15min,onboard ocracoke island ferryboat multiple sighting,2011-06-20,35.1144444,-75.9813889
2010-07-18 20:55:00,baton rouge,la,us,disk,60.0,1 min,I NEVER THOUGHT IN MY LIFE TIME I WOULD LIVE TO SEE ANYTHING LIKE THAT. I WAS SKEPTICAL BUT NOT ANYMORE...,2010-07-19,30.4505556,-91.1544444
2001-08-10 20:45:00,zwevegem (belgium),,,unknown,1500.0,25 minutes,A small object - first hangs still - then starts moving with BIG clouds - hangs still again and so on.,2001-08-12,50.812926,3.332698
2003-06-25 01:00:00,larkhall (near glasgow) (uk/scotland),,gb,light,120.0,2mins,ligt in the sky over glasgow,2003-07-16,55.733333,-3.966667
2012-09-26 02:30:00,hayward,wi,us,unknown,7200.0,few hours,Was sitting out side looking into the sky&#44 Was looking at the stars when i looked to my side and saw 2 Orbs Of bright orange lights flo,2012-10-30,46.0130556,-91.4844444
